日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2013/12/2,自營商,161651,23581,167521,21608,-5870,1973,234550,23319,240713,12236,-6163,11084
2013/12/2,投信,300,32,97,12,203,20,1533,2436,909,482,624,1955
2013/12/2,外資及陸資,45184,30878,51472,34736,-6288,-3858,255640,58001,314130,58509,-58490,-508
2013/12/3,自營商,137939,19582,141256,20205,-3317,-623,235256,22334,244403,11869,-9147,10464
2013/12/3,投信,6,10,319,536,-313,-526,1520,2414,1209,986,311,1428
2013/12/3,外資及陸資,43441,34070,48208,33835,-4767,235,257437,59933,320580,60218,-63143,-285
2013/12/4,自營商,225743,29621,203503,31800,22240,-2179,220713,22163,224814,13671,-4101,8492
2013/12/4,投信,6,10,58,97,-52,-87,1482,2357,1223,1013,259,1345
2013/12/4,外資及陸資,62550,43394,69715,42655,-7165,739,259044,62942,331067,62525,-72023,417
2013/12/5,自營商,200366,31700,214285,32434,-13919,-734,230709,20579,248729,12783,-18020,7795
2013/12/5,投信,45,19,73,99,-28,-80,1423,2243,1192,987,231,1255
2013/12/5,外資及陸資,59942,45845,75125,55025,-15183,-9180,256102,56773,342984,65591,-86882,-8818
2013/12/6,自營商,179862,27352,171654,27086,8208,266,244623,20732,254435,12655,-9812,8077
2013/12/6,投信,0,0,13,22,-13,-22,1410,2223,1192,988,218,1235
2013/12/6,外資及陸資,48943,36383,49454,36163,-511,220,262990,57755,350536,66348,-87546,-8592
2013/12/9,自營商,215948,33136,202523,31751,13425,1385,277562,23889,273970,14431,3592,9458
2013/12/9,投信,96,130,27,42,69,88,1474,2329,1187,996,287,1334
2013/12/9,外資及陸資,56560,32785,55515,37742,1045,-4957,273036,56392,359432,69893,-86396,-13501
2013/12/10,自營商,127413,18131,130595,18009,-3182,122,284635,23957,284225,14369,410,9588
2013/12/10,投信,155,6,199,13,-44,-7,1471,2323,1228,996,243,1327
2013/12/10,外資及陸資,44726,31483,41417,28807,3309,2676,279875,58294,363043,69113,-83168,-10819
2013/12/11,自營商,302791,40316,294581,43022,8210,-2706,258300,21892,246470,14955,11830,6937
2013/12/11,投信,72,91,84,119,-12,-28,1468,2305,1237,1011,231,1294
2013/12/11,外資及陸資,76897,56383,78107,55033,-1210,1350,280621,61873,358468,71367,-77847,-9494
2013/12/12,自營商,194445,28713,199315,32283,-4870,-3570,264566,19373,257699,16008,6867,3366
2013/12/12,投信,88,76,618,264,-530,-188,1387,2173,1686,1073,-299,1100
2013/12/12,外資及陸資,76683,47106,82562,45430,-5879,1676,294611,61775,378337,69614,-83726,-7839
2013/12/13,自營商,214065,25530,203317,24804,10748,726,291288,18640,273526,14549,17762,4091
2013/12/13,投信,110,149,517,185,-407,-36,1399,2184,2105,1121,-706,1064
2013/12/13,外資及陸資,68722,48909,93256,55422,-24534,-6513,305323,67280,413634,81654,-108311,-14375
2013/12/16,自營商,207493,34151,220418,37110,-12925,-2959,298972,19993,293976,18813,4996,1181
2013/12/16,投信,697,805,1207,945,-510,-140,1365,2122,2581,1206,-1216,916
2013/12/16,外資及陸資,89732,94343,99988,97457,-10256,-3114,315468,80105,433900,97580,-118432,-17475
2013/12/17,自營商,170829,22065,159445,23947,11384,-1882,312174,20111,295575,20824,16599,-713
2013/12/17,投信,856,1341,1215,1288,-359,53,1366,2121,2941,1149,-1575,972
2013/12/17,外資及陸資,74070,71000,79471,69360,-5401,1640,323530,84909,447393,100766,-123863,-15857
2013/12/18,自營商,142712,23051,144115,24361,-1403,-1310,109175,10456,123397,10297,-14222,158
2013/12/18,投信,890,1395,1402,1558,-512,-163,1350,2107,3065,1302,-1715,805
2013/12/18,外資及陸資,50564,39081,58309,47238,-7745,-8157,167127,50666,243400,69474,-76273,-18808
2013/12/19,自營商,161526,26893,159587,25349,1939,1544,144486,13601,156595,11927,-12109,1675
2013/12/19,投信,318,448,100,135,218,313,1482,2278,2979,1155,-1497,1123
2013/12/19,外資及陸資,55769,36593,59946,34746,-4177,1847,174986,52915,255751,69909,-80765,-16994
2013/12/20,自營商,134575,18288,125457,16797,9118,1491,167761,15016,170461,11839,-2700,3178
2013/12/20,投信,158,248,57,74,101,174,1588,2466,2984,1166,-1396,1300
2013/12/20,外資及陸資,44902,32625,48472,26641,-3570,5984,181398,55360,265916,66368,-84518,-11008
2013/12/23,自營商,139165,20342,134519,19827,4646,515,192884,16614,190848,12913,2036,3701
2013/12/23,投信,136,197,53,84,83,113,1672,2598,2985,1176,-1313,1422
2013/12/23,外資及陸資,42641,20437,42464,22306,177,-1869,192520,56293,276963,69162,-84443,-12869
2013/12/24,自營商,71112,10404,71838,8781,-726,1623,194782,16831,193457,11478,1325,5354
2013/12/24,投信,137,231,127,201,10,30,1567,2434,2870,980,-1303,1454
2013/12/24,外資及陸資,23524,17289,23342,13571,182,3718,195523,56519,279847,65669,-84324,-9150
2013/12/25,自營商,89393,10890,94189,9771,-4796,1119,167094,17471,177754,10756,-10660,6715
2013/12/25,投信,75,119,69,108,6,11,1602,2499,2899,1032,-1297,1467
2013/12/25,外資及陸資,20743,10488,20001,9533,742,955,195331,56471,275220,64913,-79889,-8442
2013/12/26,自營商,66132,10311,69173,9270,-3041,1041,178056,18754,191757,11007,-13701,7747
2013/12/26,投信,73,117,152,242,-79,-125,1587,2482,2963,1139,-1376,1343
2013/12/26,外資及陸資,15450,8676,21119,9449,-5669,-773,197278,56097,282820,65325,-85542,-9229
2013/12/27,自營商,131190,20130,127381,19399,3809,731,184105,20508,193985,12024,-9880,8483
2013/12/27,投信,236,321,86,131,150,190,1702,2680,2928,1143,-1226,1537
2013/12/27,外資及陸資,43955,25588,36838,22766,7117,2822,208706,60438,287263,66821,-78557,-6383
2013/12/30,自營商,180402,28345,177672,26505,2730,1840,203464,23171,210587,12780,-7123,10390
2013/12/30,投信,87,141,72,102,15,39,1718,2746,2929,1160,-1211,1587
2013/12/30,外資及陸資,57587,29019,59609,29239,-2022,-220,217926,61421,298418,67971,-80492,-6550
2013/12/31,自營商,130876,17401,132755,18378,-1879,-977,214156,23455,223137,14032,-8981,9423
2013/12/31,投信,22,35,152,187,-130,-152,1620,2597,2961,1161,-1341,1436
2013/12/31,外資及陸資,40980,15721,44443,17935,-3463,-2214,222437,59532,306401,68286,-83964,-8753
2014/1/2,自營商,184795,27297,188023,25925,-3228,1372,198924,24631,212460,13813,-13536,10819
2014/1/2,投信,213,170,260,154,-47,16,1735,2609,3123,1158,-1388,1450
2014/1/2,外資及陸資,56078,33373,50055,28381,6023,4992,230873,63173,303332,66974,-72459,-3801
2014/1/3,自營商,178206,30745,196637,35277,-18431,-4532,204060,21253,235877,15028,-31817,6226
2014/1/3,投信,297,139,135,211,162,-72,1694,2505,2920,1133,-1226,1372
2014/1/3,外資及陸資,61281,34327,91350,44816,-30069,-10489,237345,60611,339534,74978,-102189,-14367
2014/1/6,自營商,182054,28699,191321,32175,-9267,-3476,216401,18644,257026,15905,-40625,2739
2014/1/6,投信,91,146,170,266,-79,-120,1637,2409,2942,1159,-1305,1250
2014/1/6,外資及陸資,54978,37384,60480,38016,-5502,-632,241210,61970,349117,76956,-107907,-14987
2014/1/7,自營商,188362,24841,180387,27467,7975,-2626,232493,17362,265137,17228,-32644,134
2014/1/7,投信,103,153,107,160,-4,-7,1630,2412,2939,1166,-1309,1246
2014/1/7,外資及陸資,53199,43036,53430,41429,-231,1607,246352,67627,354562,81004,-108210,-13378
2014/1/8,自營商,191309,29195,183339,26648,7970,2547,220031,19246,240494,16224,-20463,3022
2014/1/8,投信,407,350,269,112,138,238,1751,2632,2922,1145,-1171,1487
2014/1/8,外資及陸資,45891,32952,49654,36701,-3763,-3749,245558,64485,354105,81998,-108547,-17513
2014/1/9,自營商,217595,41768,235528,41715,-17933,53,223942,19782,262893,16695,-38951,3087
2014/1/9,投信,157,144,286,370,-129,-226,1663,2458,2963,1204,-1300,1255
2014/1/9,外資及陸資,76911,56437,83009,65337,-6098,-8900,253701,62293,368219,88697,-114518,-26404
2014/1/10,自營商,152461,22390,142146,22464,10315,-74,235559,19503,264549,16482,-28990,3021
2014/1/10,投信,103,154,79,108,24,46,1701,2524,2977,1221,-1276,1303
2014/1/10,外資及陸資,65527,53231,62038,47309,3489,5922,272974,72070,384069,92572,-111095,-20502
2014/1/13,自營商,228253,41602,214945,40116,13308,1486,249223,20595,264881,16053,-15658,4542
2014/1/13,投信,701,1131,529,806,172,325,1831,2772,2935,1143,-1104,1629
2014/1/13,外資及陸資,95940,103271,101743,106834,-5803,-3563,272032,64434,388968,88519,-116936,-24085
2014/1/14,自營商,194453,33647,212305,31902,-17852,1745,252211,23385,285529,17107,-33318,6279
2014/1/14,投信,859,1384,779,1230,80,154,1912,2920,2936,1140,-1024,1781
2014/1/14,外資及陸資,69196,73093,79157,75438,-9961,-2345,275513,68940,402731,95348,-127218,-26409
2014/1/15,自營商,254847,43652,204040,39604,50807,4048,119249,15738,145905,11193,-26656,4545
2014/1/15,投信,1180,1771,2820,1137,-1640,634,1671,2540,2562,492,-891,2048
2014/1/15,外資及陸資,89013,76742,78014,66247,10999,10495,201692,57423,264417,74943,-62725,-17520
2014/1/16,自營商,146072,24423,156225,24378,-10153,45,143586,16182,180407,11584,-36821,4597
2014/1/16,投信,95,143,172,171,-77,-28,1650,2511,2618,488,-968,2023
2014/1/16,外資及陸資,47405,25319,50357,30183,-2952,-4864,209414,55089,274998,77473,-65584,-22384
2014/1/17,自營商,178364,29043,190370,30167,-12006,-1124,168897,17148,217715,13658,-48818,3490
2014/1/17,投信,44,69,118,166,-74,-97,1614,2450,2656,526,-1042,1924
2014/1/17,外資及陸資,56377,31754,62584,34733,-6207,-2979,219257,52137,291075,77499,-71818,-25363
2014/1/20,自營商,165660,26535,159929,25193,5731,1342,184137,18627,227206,13777,-43069,4849
2014/1/20,投信,139,200,234,403,-95,-203,1631,2472,2768,746,-1137,1725
2014/1/20,外資及陸資,42475,31504,41521,27682,954,3822,224591,56403,295524,78003,-70933,-21601
2014/1/21,自營商,156638,24766,168035,23338,-11397,1428,201934,20117,256373,13775,-54439,6342
2014/1/21,投信,98,149,133,215,-35,-66,1596,2404,2768,746,-1172,1657
2014/1/21,外資及陸資,42555,27555,47046,33492,-4491,-5937,228292,53672,303467,81213,-75175,-27540
2014/1/22,自營商,158541,22833,150598,22686,7943,147,169528,19816,211541,13310,-42013,6506
2014/1/22,投信,213,176,646,285,-433,-109,1533,2298,3138,748,-1605,1550
2014/1/22,外資及陸資,46411,27334,42336,22683,4075,4651,240213,55830,309410,78768,-69197,-22938
2014/1/23,自營商,153849,31081,171617,31068,-17768,13,186921,21230,246603,14740,-59682,6491
2014/1/23,投信,82,130,196,288,-114,-158,1469,2189,3188,802,-1719,1386
2014/1/23,外資及陸資,61852,32341,74930,39647,-13078,-7306,255769,48337,337837,78513,-82068,-30176
2014/1/24,自營商,187607,31149,175331,34543,12276,-3394,221664,19796,269043,16704,-47379,3091
2014/1/24,投信,151,208,296,336,-145,-128,1436,2132,3300,873,-1864,1260
2014/1/24,外資及陸資,69593,39667,56032,28583,13561,11084,284285,58856,353002,77968,-68717,-19113
2014/1/27,自營商,348399,61879,393532,63057,-45133,-1178,235810,21360,328011,19432,-92201,1928
2014/1/27,投信,215,187,1115,761,-900,-574,1425,2066,4204,1428,-2779,639
2014/1/27,外資及陸資,154547,50530,160769,61530,-6222,-11000,321000,53494,395834,83504,-74834,-30011
2014/2/5,自營商,379223,50318,432312,54282,-53089,-3964,289639,20085,434929,22230,-145290,-2145
2014/2/5,投信,452,313,544,361,-92,-48,1636,2190,4507,1619,-2871,572
2014/2/5,外資及陸資,153922,74471,176114,78316,-22192,-3845,313572,45237,409374,78880,-95802,-33643
2014/2/6,自營商,222469,30802,225004,26935,-2535,3867,274077,22045,380865,20345,-106788,1701
2014/2/6,投信,121,187,35,53,86,134,1572,2255,4237,1544,-2665,711
2014/2/6,外資及陸資,97579,54680,97020,52908,559,1772,287182,40429,391686,72275,-104504,-31846
2014/2/7,自營商,262951,34814,241795,33217,21156,1597,301451,23574,386906,20287,-85455,3287
2014/2/7,投信,186,303,115,172,71,131,1579,2287,4173,1438,-2594,849
2014/2/7,外資及陸資,109267,48483,94948,44002,14319,4481,316660,42306,407198,69732,-90538,-27426
2014/2/10,自營商,222667,31221,218673,28419,3994,2802,325331,26729,406834,20692,-81503,6037
2014/2/10,投信,589,525,98,145,491,380,1652,2415,3755,1187,-2103,1229
2014/2/10,外資及陸資,66765,39756,60429,38965,6336,791,325004,44472,409380,71078,-84376,-26606
2014/2/11,自營商,203303,28707,186101,27563,17202,1144,350122,27741,414354,20552,-64232,7189
2014/2/11,投信,165,244,37,61,128,183,1685,2466,3660,1044,-1975,1423
2014/2/11,外資及陸資,53979,45269,45756,34521,8223,10748,333059,50644,409368,66481,-76309,-15837
2014/2/12,自營商,317318,38947,293090,35291,24228,3656,309234,28426,375102,17600,-65868,10826
2014/2/12,投信,324,535,678,129,-354,406,1623,2542,3832,700,-2209,1843
2014/2/12,外資及陸資,83345,48628,75960,44017,7385,4611,337800,57422,402467,68650,-64667,-11228
2014/2/13,自營商,176018,21120,171072,23771,4946,-2651,322868,27183,383844,18997,-60976,8187
2014/2/13,投信,105,175,231,368,-126,-193,1618,2537,3953,896,-2335,1641
2014/2/13,外資及陸資,56607,32867,48888,28078,7719,4789,351757,61910,408810,68413,-57053,-6502
2014/2/14,自營商,342451,44033,300976,45627,41475,-1594,368846,28762,388362,22205,-19516,6558
2014/2/14,投信,641,585,330,131,311,454,1635,2573,3659,467,-2024,2106
2014/2/14,外資及陸資,105353,76350,83880,68881,21473,7469,371175,62493,406888,61444,-35713,1050
2014/2/17,自營商,215056,30820,227491,26374,-12435,4446,374227,33113,406387,22120,-32160,10993
2014/2/17,投信,615,1012,727,1185,-112,-173,1513,2386,3649,447,-2136,1939
2014/2/17,外資及陸資,86041,63271,81831,64665,4210,-1394,381495,62642,412825,62901,-31330,-260
2014/2/18,自營商,274296,39774,256072,37978,18224,1796,402780,34619,416422,21859,-13642,12760
2014/2/18,投信,917,1463,925,1494,-8,-31,1517,2390,3661,473,-2144,1917
2014/2/18,外資及陸資,108615,70567,122781,67273,-14166,3294,398684,67039,444093,63859,-45409,3180
2014/2/19,自營商,209180,31211,203626,32814,5554,-1603,166696,15102,146931,14011,19765,1091
2014/2/19,投信,2356,487,2940,485,-584,2,1496,2395,3102,440,-1606,1955
2014/2/19,外資及陸資,52674,34696,47410,35119,5264,-423,239778,50317,258151,41175,-18373,9142
2014/2/20,自營商,218028,39542,232192,38649,-14164,893,205347,16639,199767,14609,5580,2031
2014/2/20,投信,69,106,163,260,-94,-154,1411,2234,3111,444,-1700,1789
2014/2/20,外資及陸資,70314,48843,72892,52041,-2578,-3198,253990,50996,274902,45238,-20912,5757
2014/2/21,自營商,217097,26690,193263,26934,23834,-244,230216,16540,200982,14817,29234,1722
2014/2/21,投信,233,378,67,101,166,277,1568,2528,3102,442,-1534,2085
2014/2/21,外資及陸資,72668,37848,53676,32193,18992,5655,280175,55565,282556,43864,-2381,11701
2014/2/24,自營商,198242,23109,196979,25999,1263,-2890,255893,15213,225396,16349,30497,-1136
2014/2/24,投信,48,80,171,255,-123,-175,1484,2381,3141,478,-1657,1903
2014/2/24,外資及陸資,47640,35590,53370,34815,-5730,775,282510,56033,290149,43697,-7639,12335
2014/2/25,自營商,157757,19311,150297,20021,7460,-710,278020,16211,240063,18094,37957,-1883
2014/2/25,投信,63,106,66,105,-3,1,1486,2394,3146,485,-1660,1909
2014/2/25,外資及陸資,35852,27140,29251,23152,6601,3988,290015,60135,291143,43704,-1128,16431
2014/2/26,自營商,222664,29325,194064,29030,28600,295,259656,18640,213236,20224,46420,-1584
2014/2/26,投信,127,194,703,169,-576,25,1491,2411,3127,469,-1636,1941
2014/2/26,外資及陸資,55633,38833,43719,29893,11914,8940,301687,69737,288626,44211,13061,25527
2014/2/27,自營商,132903,21137,136814,20033,-3911,1104,277013,20626,234534,21130,42479,-504
2014/2/27,投信,133,213,41,60,92,153,1584,2569,3128,472,-1544,2098
2014/2/27,外資及陸資,42903,31885,36939,28459,5964,3426,310161,72119,291280,43063,18881,29056
2014/3/3,自營商,238794,43146,275374,42947,-36580,199,292813,20226,286965,20478,5848,-251
2014/3/3,投信,113,178,650,412,-537,-234,1496,2395,3577,543,-2081,1853
2014/3/3,外資及陸資,63978,46855,76264,57100,-12286,-10245,310939,65646,304215,47207,6724,18440
2014/3/4,自營商,162375,22488,171144,23079,-8769,-591,300438,19089,303382,19913,-2944,-823
2014/3/4,投信,487,146,110,174,377,-28,1446,2315,3150,492,-1704,1822
2014/3/4,外資及陸資,40395,31459,45976,36263,-5581,-4804,311052,60247,309829,46658,1223,13588
2014/3/5,自營商,190054,22510,155901,21833,34153,677,282019,20168,261961,20405,20058,-237
2014/3/5,投信,241,409,681,138,-440,271,1584,2566,3128,459,-1544,2107
2014/3/5,外資及陸資,48040,33208,36995,28928,11045,4280,316930,62260,303271,44104,13659,18156
2014/3/6,自營商,289528,38606,266243,30988,23285,7618,342858,27950,299827,20604,43031,7347
2014/3/6,投信,219,338,509,76,-290,262,1720,2818,3554,431,-1834,2386
2014/3/6,外資及陸資,83785,50775,67528,38943,16257,11832,338666,71927,309200,41530,29466,30397
2014/3/7,自營商,365452,41092,375474,40197,-10022,895,360545,29735,327557,21507,32988,8228
2014/3/7,投信,415,262,244,393,171,-131,1645,2694,3308,436,-1663,2258
2014/3/7,外資及陸資,105683,55525,88753,50325,16930,5200,365354,76963,318918,41317,46436,35645
2014/3/10,自營商,203762,22816,204810,28006,-1048,-5190,378549,26030,346573,22995,31976,3034
2014/3/10,投信,72,106,150,221,-78,-115,1602,2609,3343,472,-1741,2137
2014/3/10,外資及陸資,49461,32481,53253,36758,-3792,-4277,364271,73135,321607,41949,42664,31186
2014/3/11,自營商,192597,24316,187725,25187,4872,-871,390480,27350,353632,25204,36848,2146
2014/3/11,投信,105,174,99,157,6,17,1615,2643,3350,481,-1735,2162
2014/3/11,外資及陸資,46040,33607,48245,36004,-2205,-2397,367512,73265,327061,44218,40451,29047
2014/3/12,自營商,248303,32293,276822,34868,-28519,-2575,329468,24659,324868,25061,4600,-401
2014/3/12,投信,124,185,755,260,-631,-75,1565,2538,3332,460,-1767,2077
2014/3/12,外資及陸資,46473,33477,59247,42146,-12774,-8669,359281,67533,329266,47495,30015,20038
2014/3/13,自營商,300651,40649,282507,37104,18144,3545,362494,31011,339693,27937,22801,3074
2014/3/13,投信,379,638,185,310,194,328,1742,2869,3315,446,-1573,2422
2014/3/13,外資及陸資,89906,48900,75388,42035,14518,6865,384927,76126,340626,48740,44301,27386
2014/3/14,自營商,187397,23989,204722,23906,-17325,83,363952,28613,358563,25416,5389,3196
2014/3/14,投信,251,431,375,646,-124,-215,1619,2638,3316,441,-1697,2197
2014/3/14,外資及陸資,48333,33788,67026,39653,-18693,-5865,386219,73821,360326,52637,25893,21183
2014/3/17,自營商,196852,33453,192670,30460,4182,2993,375883,29116,365811,22909,10072,6207
2014/3/17,投信,349,590,439,728,-90,-138,1555,2536,3342,476,-1787,2061
2014/3/17,外資及陸資,73290,74783,95051,80197,-21761,-5414,382189,68659,378116,52898,4073,15761
2014/3/18,自營商,206732,29731,198385,25395,8347,4336,391622,33466,373521,22944,18101,10522
2014/3/18,投信,659,1052,550,882,109,170,1631,2672,3309,437,-1678,2236
2014/3/18,外資及陸資,76615,76211,77373,81162,-758,-4951,391121,74207,387767,63270,3354,10937
2014/3/19,自營商,237632,42647,251842,45822,-14210,-3175,142505,11688,137294,16720,5211,-5032
2014/3/19,投信,288,430,3103,753,-2815,-323,1251,2025,3181,540,-1930,1485
2014/3/19,外資及陸資,69248,56557,65322,61167,3926,-4610,223964,55220,208845,41755,15119,13465
2014/3/20,自營商,231100,35351,251880,35936,-20780,-585,175122,12057,190838,17573,-15716,-5516
2014/3/20,投信,72,102,469,514,-397,-412,1213,1934,3540,876,-2327,1058
2014/3/20,外資及陸資,65390,40048,99220,55680,-33830,-15632,225206,45002,243777,47461,-18571,-2459
2014/3/21,自營商,185294,24480,186059,23630,-765,850,204948,13229,221561,17899,-16613,-4670
2014/3/21,投信,73,113,381,485,-308,-372,1189,1902,3824,1216,-2635,687
2014/3/21,外資及陸資,46084,30934,46505,27592,-421,3342,231572,46446,250585,45570,-19013,876
2014/3/24,自營商,255442,37713,249047,38371,6395,-658,235738,12753,246310,18119,-10572,-5366
2014/3/24,投信,165,249,108,181,57,68,1215,1942,3793,1185,-2578,757
2014/3/24,外資及陸資,86874,54174,83437,49293,3437,4881,246642,49962,262185,44138,-15543,5823
2014/3/25,自營商,270753,40221,248704,35497,22049,4724,271248,17442,259762,18182,11486,-741
2014/3/25,投信,346,569,33,51,313,518,1333,2137,3598,856,-2265,1281
2014/3/25,外資及陸資,56477,41591,49914,35907,6563,5684,256899,54412,266041,42754,-9142,11659
2014/3/26,自營商,272958,38452,234079,34013,38879,4439,243942,21554,210299,17861,33643,3693
2014/3/26,投信,229,383,666,101,-437,282,1485,2416,3587,845,-2102,1571
2014/3/26,外資及陸資,55041,36396,47416,31663,7625,4733,264688,58019,267115,41480,-2427,16539
2014/3/27,自營商,227067,29479,222059,26915,5008,2564,289920,26691,251236,20436,38684,6256
2014/3/27,投信,115,190,92,135,23,55,1525,2507,3604,874,-2079,1632
2014/3/27,外資及陸資,67898,46146,47639,36929,20259,9217,287460,66950,269745,40986,17715,25964
2014/3/28,自營商,221352,23853,204352,26911,17000,-3058,329470,25362,273735,22133,55735,3228
2014/3/28,投信,315,89,461,191,-146,-102,1463,2402,3688,875,-2225,1527
2014/3/28,外資及陸資,60001,34659,55087,37802,4914,-3143,299938,65685,277261,42956,22677,22729
2014/3/31,自營商,218300,30809,223709,21303,-5409,9506,330878,31438,280546,18730,50332,12709
2014/3/31,投信,420,279,367,176,53,103,1525,2524,3697,886,-2172,1638
2014/3/31,外資及陸資,49867,34387,46804,38088,3063,-3701,304028,63477,278270,44185,25758,19292
2014/4/1,自營商,263159,27042,245097,27931,18062,-889,344245,31890,275851,20053,68394,11837
2014/4/1,投信,189,304,65,106,124,198,1625,2686,3673,843,-2048,1843
2014/4/1,外資及陸資,53743,46545,49794,36456,3949,10089,311005,70076,281487,40489,29518,29587
2014/4/2,自營商,303773,29549,293983,29071,9790,478,305851,32022,248892,19847,56959,12175
2014/4/2,投信,303,533,710,174,-407,359,1575,2622,3430,417,-1855,2206
2014/4/2,外資及陸資,65193,35143,64203,39630,990,-4487,309514,65525,282500,39961,27014,25564
2014/4/3,自營商,161521,19048,168823,18258,-7302,790,324054,33981,274382,21004,49672,12977
2014/4/3,投信,104,175,70,95,34,80,1612,2710,3433,421,-1821,2289
2014/4/3,外資及陸資,41196,32207,40165,27816,1031,4391,318823,70175,290735,40194,28088,29981
2014/4/7,自營商,205985,22766,188913,28619,17072,-5853,338682,28309,271935,21214,66747,7095
2014/4/7,投信,92,139,102,152,-10,-13,1608,2700,3439,424,-1831,2275
2014/4/7,外資及陸資,48381,37688,62268,30311,-13887,7377,323928,76629,309673,39305,14255,37323
2014/4/8,自營商,219818,26923,222924,25253,-3106,1670,351794,30546,288183,21754,63611,8792
2014/4/8,投信,72,101,84,130,-12,-29,1598,2683,3441,432,-1843,2251
2014/4/8,外資及陸資,50263,37852,52511,37914,-2248,-62,323351,73838,311374,36422,11977,37416
2014/4/9,自營商,191608,21063,188425,17896,3183,3167,329893,33698,271149,21773,58744,11924
2014/4/9,投信,403,239,911,99,-508,140,1679,2814,3430,420,-1751,2394
2014/4/9,外資及陸資,37580,27861,42852,28107,-5272,-246,327251,75542,317959,38286,9292,37256
2014/4/10,自營商,256681,31646,268803,26699,-12122,4947,353487,38334,307234,21450,46253,16884
2014/4/10,投信,246,421,372,633,-126,-212,1558,2613,3435,428,-1877,2185
2014/4/10,外資及陸資,59336,44343,67606,47885,-8270,-3542,336131,75588,334899,41837,1232,33751
2014/4/11,自營商,279153,37730,294658,42988,-15505,-5258,372173,35382,340696,23812,31477,11571
2014/4/11,投信,489,834,688,1141,-199,-307,1596,2661,3672,789,-2076,1872
2014/4/11,外資及陸資,69668,67908,78344,63004,-8676,4904,347010,82026,354407,43651,-7397,38375
2014/4/14,自營商,178628,25135,195041,27718,-16413,-2583,376155,35734,361094,26767,15061,8966
2014/4/14,投信,371,630,526,877,-155,-247,1452,2426,3680,798,-2228,1628
2014/4/14,外資及陸資,69310,74517,74735,74647,-5425,-130,354644,92591,367448,54445,-12804,38147
2014/4/15,自營商,232192,34237,223649,31222,8543,3015,410316,41736,386448,29740,23868,11996
2014/4/15,投信,381,618,324,519,57,99,1496,2504,3667,772,-2171,1733
2014/4/15,外資及陸資,76970,78627,80349,72947,-3379,5680,368799,101941,384583,57812,-15784,44129
2014/4/16,自營商,311663,46972,285840,43969,25823,3003,210512,18751,174031,20561,36481,-1810
2014/4/16,投信,325,440,2980,447,-2655,-7,1217,2014,3468,349,-2251,1665
2014/4/16,外資及陸資,69765,55422,72660,65621,-2895,-10199,246062,67965,238426,33043,7636,34923
2014/4/17,自營商,205610,26442,217256,22577,-11646,3865,248712,21779,223910,19751,24802,2028
2014/4/17,投信,171,280,113,199,58,81,1291,2131,3484,382,-2193,1750
2014/4/17,外資及陸資,58268,37114,54328,35634,3940,1480,261903,69045,250533,32504,11370,36541
2014/4/18,自營商,197321,19511,200054,20278,-2733,-767,260313,22510,238325,21243,21988,1267
2014/4/18,投信,65,112,109,172,-44,-60,1247,2077,3484,383,-2237,1694
2014/4/18,外資及陸資,47829,25770,45671,29397,2158,-3627,267181,67822,253731,34744,13450,33078
2014/4/21,自營商,114539,11894,119432,9483,-4893,2411,269483,23826,252421,20167,17062,3659
2014/4/21,投信,102,158,45,60,57,98,1304,2177,3484,383,-2180,1794
2014/4/21,外資及陸資,25214,18018,24407,16288,807,1730,272009,69335,257746,34493,14263,34842
2014/4/22,自營商,189775,20043,179350,20667,10425,-624,285545,22663,258214,19611,27331,3052
2014/4/22,投信,98,165,84,134,14,31,1327,2224,3493,393,-2166,1831
2014/4/22,外資及陸資,40333,33325,41393,28022,-1060,5303,277481,74900,264464,34585,13017,40315
2014/4/23,自營商,283052,24582,283984,26886,-932,-2304,251982,20183,229127,19741,22855,441
2014/4/23,投信,64,104,776,278,-712,-174,1238,2068,3516,415,-2278,1653
2014/4/23,外資及陸資,49534,37377,50059,42362,-525,-4985,282896,73089,270582,37645,12314,35444
2014/4/24,自營商,157881,14434,146673,14918,11208,-484,286796,20485,253060,20537,33736,-52
2014/4/24,投信,64,106,140,233,-76,-127,1193,1990,3547,462,-2354,1528
2014/4/24,外資及陸資,38913,29291,38507,26202,406,3089,289875,77012,277260,38378,12615,38634
2014/4/25,自營商,503088,58402,550277,67210,-47189,-8808,289722,18590,303148,27141,-13426,-8551
2014/4/25,投信,312,67,334,581,-22,-514,1100,1786,3476,801,-2376,986
2014/4/25,外資及陸資,137299,82568,150812,97220,-13513,-14652,293518,66191,294230,43155,-712,23037
2014/4/28,自營商,417496,43579,398591,45854,18905,-2275,330575,19538,325516,30530,5059,-10993
2014/4/28,投信,211,341,114,187,97,154,1130,1851,3409,700,-2279,1151
2014/4/28,外資及陸資,105490,74664,97614,61747,7876,12917,302366,76847,295481,40416,6885,36432
2014/4/29,自營商,275930,31775,263378,30369,12552,1406,349472,21274,331954,30929,17518,-9655
2014/4/29,投信,164,259,29,44,135,215,1164,1907,3308,537,-2144,1370
